Date,Total_PnL,Average_PnL,Total_Volume_Notional,Num_Trades,Num_Longs,Num_Shorts,Effective_Leverage,Long_Short_Ratio,Classification
2024-11-03,0.0,0.0,129055.6699,6,6,0,0.20420603385509922,6000000000.0,Greed
2024-11-04,2799.410474,77.76140205555555,451811.99086,36,13,23,0.2700378027688022,0.5652173912797731,Greed
2024-11-05,678.4759280000001,67.8475928,200627.22152,10,5,5,0.20486825999895092,0.9999999998,Greed
2024-11-06,2817.83723,187.85581533333334,123906.91204000001,15,6,9,0.7310429561722369,0.6666666665925925,Greed
2024-11-07,4493.353136,39.764187044247784,111335.248923,113,53,60,0.027442609128589007,0.8833333333186112,Greed
2024-11-08,-64.41354100000007,-1.6516292564102582,270700.42376000003,39,23,16,0.27740344670104095,1.4374999999101563,Greed
2024-11-09,102.90894,1.196615581395349,193384.397206,86,53,33,0.14123274916686446,1.6060606060119378,Greed
2024-11-10,991.114334,5.728984589595376,413636.714386,173,48,125,0.13924933720898278,0.38399999999692797,Greed
2024-11-11,6749.630996,18.09552545844504,1570572.268259,373,94,279,0.01747794010045923,0.33691756272280676,Greed
2024-11-12,3494.399394,20.435084175438597,1226354.4955799999,171,98,73,0.17440031566746486,1.3424657534062676,Greed
2024-11-13,7846.402274,163.46671404166668,515336.40695100004,48,16,32,0.18219570659193343,0.49999999998437505,Greed
2024-11-14,4563.509225,41.4864475,1008361.796498,110,82,28,0.23615390335387493,2.928571428466837,Greed
2024-11-15,4140.740438,27.790204281879195,1427858.505675,149,91,58,0.18776461462281197,1.5689655172143282,Greed
2024-11-16,2769.521909,17.640266936305732,303296.101346,157,77,80,0.31167329675575456,0.9624999999879688,Greed
2024-11-17,882.975285,4.224762129186603,1215987.528332,209,73,136,0.06559801684778745,0.5367647058784062,Greed
2024-11-18,4470.815187,12.921431176300578,2084339.59982066,346,125,221,0.03225353540018405,0.5656108597259475,Greed
2024-11-19,2958.268991,9.699242593442623,628031.1904862984,305,160,145,0.29812047133360053,1.103448275854459,Greed
2024-11-20,4210.0928969999995,7.654714358181818,1999514.154817,550,244,306,0.24695678474272767,0.7973856209124268,Greed
2024-11-21,1692.430891,3.1634222261682243,598300.558755,535,235,300,0.2058288175946777,0.7833333333307223,Greed
2024-11-22,-18105.345617,-26.664721085419732,1646713.6355,679,327,352,0.04452110061842796,0.9289772727246336,Greed
2024-11-23,2901.531638,7.993200104683195,516245.725623,363,150,213,0.12302691058268096,0.7042253521093699,Greed
2024-11-24,945.550386,5.497385965116279,664952.281453,172,103,69,0.1449610867646573,1.4927536231667715,Greed
2024-11-25,5523.740734,21.66172836862745,937410.852452,255,126,129,0.12070606459936356,0.9767441860389401,Greed
2024-11-26,1094.809359,3.6251965529801327,1146902.403842,302,197,105,0.05199892009597853,1.8761904761726076,Greed
2024-11-27,-2654.495633,-12.462420812206572,1444242.525653,213,72,141,0.05061071721346439,0.510638297868719,Greed
2024-11-28,-127075.39958499999,-382.75722766566264,1894225.11699,332,207,125,0.019037629491592628,1.6559999999867518,Greed
2024-11-29,176844.994152,449.98726247328244,794262.90333934,393,148,245,0.07980465028759187,0.6040816326505956,Greed
2024-11-30,37316.69352,100.04475474530831,1732193.6593480066,373,103,270,0.03941570818990939,0.3814814814800686,Greed
2024-12-01,40886.364494,98.28453003365385,814711.9570724809,416,144,272,0.025761051725290963,0.529411764703936,Greed
2024-12-02,18489.604313,68.48001597407408,585243.4758392512,270,156,114,0.12980740347019099,1.3684210526195753,Greed
2024-12-03,23576.539285,63.03887509358289,1084666.510653,374,170,204,0.03195722864475436,0.8333333333292484,Greed
2024-12-04,292891.815021,918.1561599404388,769287.6978940717,319,96,223,0.011190497734068201,0.43049327354067046,Greed
2024-12-05,71574.11848800001,156.96078615789474,1256750.7987900001,456,192,264,0.08514241478502832,0.7272727272699725,Greed
2024-12-06,-92624.643895,-229.83782604218362,3471019.3051,403,205,198,0.02970302040152882,1.0353535353483063,Greed
2024-12-07,85906.279067,282.5864442993421,451733.35789760563,304,110,194,0.055231732761361896,0.5670103092754278,Greed
2024-12-08,15965.933436,38.014127228571425,932939.660374,420,82,338,0.009976839120557959,0.24260355029514025,Greed
2024-12-09,6310.967676,11.708659881261596,983949.726508,539,455,84,0.009755796730587582,5.4166666666021825,Greed
2024-12-10,39325.770231,24.640206911654136,3150423.8495111354,1596,530,1066,0.005443571205081466,0.49718574108771374,Greed
2024-12-11,319051.554217,261.30348420720725,2194098.364461,1221,171,1050,0.003542776311946058,0.16285714285698777,Greed
2024-12-12,599151.795008,310.1199767122153,4557189.73703446,1932,421,1511,0.006988264282278806,0.2786234281930651,Greed
2024-12-13,31935.901745,27.22583268968457,2880824.535528,1173,676,497,0.017461011893015754,1.360160965792032,Greed
2024-12-14,167801.399244,135.87157833522267,2369561.7912950674,1235,595,640,0.014034754899467114,0.9296874999985474,Greed
2024-12-15,97525.315279,57.4692488385386,2583269.80463575,1697,1131,566,0.0027544561466808564,1.9982332155441729,Greed
2024-12-16,166774.344133,158.07994704549765,2740808.9615622945,1055,423,632,0.008592448067767088,0.6693037974672954,Greed
2024-12-17,219591.305172,113.13307839876352,5233597.723958275,1941,851,1090,0.007944028990514548,0.7807339449534122,Greed
2024-12-18,13682.994673,9.575223703988803,3798887.0894005722,1429,715,714,0.008877891568519668,1.0014005602226872,Greed
2024-12-19,62744.004486000005,18.79125621024259,8241709.511445015,3339,1201,2138,0.006047155154617006,0.5617399438725156,Greed
2024-12-20,254969.660039,102.47976689670418,7681274.81126886,2488,1129,1359,0.005668170931996126,0.8307579102274976,Greed
2024-12-21,150022.163157,89.24578415050566,4382875.0773546,1681,596,1085,0.007967529092309165,0.5493087557598624,Greed
2024-12-22,352197.163973,455.03509557235145,3087320.219224,774,448,326,0.01647230153039544,1.3742331288301404,Greed
2024-12-23,-29430.626577,-12.53967898466127,6771878.43537355,2347,1036,1311,0.011463943096427398,0.7902364607164072,Greed
2024-12-24,14813.780116,43.827751822485205,1767036.1242604079,338,118,220,0.07945041072063994,0.5363636363611983,Greed
2024-12-25,756.6570469999998,3.637774264423076,347889.27224130736,208,86,122,0.07600580445581172,0.7049180327811072,Greed
2024-12-26,60228.639722,86.41124780774749,2205242.687897,697,373,324,0.020916522525300928,1.1512345678976814,Greed
2024-12-27,2672.811035,10.280042442307693,347912.9494670144,260,137,123,0.03500051842391791,1.1138211382023266,Greed
2024-12-28,940.673623,5.842693310559007,281555.105363,161,57,104,0.006789092908073501,0.5480769230716531,Greed
2024-12-29,2884.067927,14.348596651741294,344628.494552,201,69,132,0.013077148673439138,0.5227272727233128,Greed
2024-12-30,9009.738137,29.637296503289473,1073865.740501,304,183,121,0.04230496686366982,1.5123966942023768,Greed
2024-12-31,5445.01281,17.794159509803922,877164.63378,306,141,165,0.0816721456901406,0.8545454545402755,Greed
2025-01-01,-9528.065345,-99.25068067708334,282582.080708,96,68,28,0.1545329848317526,2.4285714284846938,Greed
2025-01-02,8716.519087,24.145482235457067,774674.85594,361,107,254,0.10052038947045151,0.42125984251802656,Greed
2025-01-03,6028.486793,11.867099986220472,771209.104457,508,169,339,0.020017149858291207,0.4985250737448421,Greed
2025-01-04,2553.537968,6.882851665768194,1826029.677386,371,76,295,0.017487672934486734,0.2576271186431945,Greed
2025-01-05,3187.719363,13.337737920502093,451943.5077764512,239,65,174,0.040484873818464884,0.3735632183886577,Greed
2025-01-06,6064.185393,10.583220581151831,556527.062831,573,148,425,0.016341768577387686,0.3482352941168277,Greed
2025-01-07,16098.227531,25.271942748822607,1313178.1710339999,637,562,75,0.08040245618870917,7.493333333233422,Greed
2025-01-08,130117.090554,125.23300342059672,3177275.100449,1039,745,294,0.029445508313173843,2.534013605433558,Greed
2025-01-09,46975.928902,89.99220096168582,1020733.193007,522,201,321,0.049909754311996686,0.6261682242971147,Greed
2025-01-11,2269.080536,8.017952424028268,1658098.721674,283,166,117,0.18676914203044442,1.4188034187912921,Greed
2025-01-12,5742.241803,9.538607646179402,2258459.379615,602,81,521,0.02638803808597267,0.15547024951985514,Greed
2025-01-13,9655.429352,23.66526801960784,2936648.0209072023,408,240,168,0.08595050164211723,1.4285714285629252,Greed
2025-01-14,16069.512355,58.43459038181818,876582.0223750001,275,92,183,0.09853285080913118,0.5027322404344113,Greed
2025-01-15,14819.5883,55.50407602996255,1801599.901969,267,93,174,0.16246587088582956,0.534482758617618,Greed
2025-01-16,20807.709328,56.08546988679245,3049692.8926330176,371,114,257,0.05501613433649699,0.443579766535239,Greed
2025-01-17,7006.415608,29.43872104201681,1110230.4997699999,238,95,143,0.12004667903359784,0.6643356643310186,Greed
2025-01-18,443.2330819999997,0.6808495883256523,2711629.918111687,651,353,298,0.09542802031507625,1.1845637583852868,Greed
2025-01-19,87923.799302,56.10963580216975,9715215.049641617,1567,841,726,0.015118418135295067,1.1584022038551538,Greed
2025-01-20,87277.239173,66.37052408593155,8287326.896812,1315,755,560,0.042702320482084125,1.3482142857118782,Greed
2025-01-21,11077.839421,20.901583813207548,1523729.631836115,530,145,385,0.16234061673020556,0.37662337662239836,Greed
2025-01-22,20524.408057,24.66875968389423,1778406.180462,832,297,535,0.04720070432731244,0.5551401869148502,Greed
2025-01-23,101256.24216,83.13320374384236,3697028.66398268,1218,561,657,0.016424408562466488,0.8538812785375132,Greed
2025-01-24,10602.779738,12.131326931350113,1611433.4707741083,874,358,516,0.0796638912330124,0.6937984496110585,Greed
2025-01-25,-10348.016255999999,-20.450625011857706,1239377.678231,506,315,191,0.09247899594221261,1.6492146596772292,Greed
2025-01-26,40823.466668,90.51766445232816,1201173.584255,451,176,275,0.04413606496356962,0.6399999999976728,Greed
2025-01-27,41331.765392,53.469295461837,1508028.281058,773,510,263,0.04473101561582706,1.9391634980914862,Greed
2025-01-28,17979.613973,36.103642516064255,579412.0645028818,498,157,341,0.05312579203583015,0.46041055718340057,Greed
2025-01-29,23421.01147,25.737375241758244,1897513.272527,910,438,472,0.012828800613589087,0.9279661016929492,Greed
2025-01-30,23097.471385,21.64711470009372,3014397.231249,1067,267,800,0.026163028005792087,0.3337499999995828,Greed
2025-01-31,35868.296773,35.303441705708664,2783411.415887,1016,323,693,0.028607621257022986,0.46608946608879354,Greed
2025-02-01,32300.205017,50.946695610410096,1363746.251289,634,352,282,0.09215037112672265,1.2482269503501837,Greed
2025-02-02,162854.759623,123.46835452843062,5661092.351257195,1319,833,486,0.05694900382427492,1.7139917695437985,Greed
2025-02-03,348871.326269,146.58459086932774,22592901.397937045,2380,1091,1289,0.022638062206972683,0.8463925523655187,Fear
2025-02-04,416876.88812,165.9541752070064,15678409.382138,2512,1143,1369,0.01242557249121211,0.8349159970775494,Greed
2025-02-07,22450.002091,14.730972500656167,3460263.544349,1524,957,567,0.05330452418784296,1.6878306878277112,Fear
2025-02-08,586.703253,1.0203534834782608,839735.3870250001,575,451,124,0.023431044690413943,3.637096774164217,Fear
2025-02-10,63908.49465,71.88807047244094,3624958.646305,889,360,529,0.019506850603295607,0.6805293005658213,Fear
2025-02-19,14985.794701,11.010870463629685,3263930.31753133,1361,864,497,0.042688283415257905,1.7384305834975082,Fear
2025-02-21,119693.49395,63.904695114789114,3972159.9927710197,1873,744,1129,0.026483901994816234,0.6589902568638981,Greed
2025-02-25,204762.177034,32.782929400256165,19414984.756965,6246,4236,2010,0.0013954711355881819,2.107462686566116,Fear
2025-02-26,63229.063129,53.76621014370748,4946957.969294,1176,387,789,0.0056231110334487985,0.49049429657732513,Fear
2025-02-27,-36525.167517,-41.039514064044944,1999898.305549,890,406,484,0.019816194201652367,0.8388429752048785,Fear
2025-02-28,225628.108748,221.4211077016683,4123660.762637,1019,530,489,0.022305534480127145,1.0838445807748798,Fear
2025-03-01,10596.108968,60.897177977011495,263824.12591388,174,105,69,0.0019970045344803546,1.5217391304127283,Fear
2025-03-02,66914.320708,125.77879832330827,6460848.75823,532,274,258,0.05318792976628438,1.0620155038718526,Fear
2025-03-03,616413.032233,415.9332201302294,8244590.617822,1482,1069,413,0.012708622962290467,2.588377723964677,Fear
2025-03-04,182075.566585,75.80165136761032,11124247.007898001,2402,1748,654,0.010035262849545258,2.67278287461365,Fear
2025-03-05,269328.365917,162.24600356445782,9193653.8498,1660,375,1285,0.0043788842226546625,0.291828793774092,Fear
2025-03-06,16101.125561,21.18569152763158,6765325.028567,760,371,389,0.02013474329635827,0.9537275064242835,Fear
2025-03-07,150236.061627,58.86993010462382,19854275.554943,2552,1227,1325,0.012445560391991307,0.9260377358483577,Fear
2025-03-08,24700.773359,46.69333338185255,892083.4479949999,529,288,241,0.031927208986573315,1.1950207468830083,Fear
2025-03-09,19773.457395,13.905384947257385,10419697.999238,1422,947,475,0.02880885954403042,1.9936842105221186,Fear
2025-03-10,-10010.027269999999,-3.438690233596702,16811790.415495,2911,1570,1341,0.022345192884257556,1.1707680835188883,Fear
2025-03-11,-76880.729036,-23.3964482763238,14016952.17719,3286,2120,1166,0.0045710594383564255,1.818181818180259,Fear
2025-03-12,288105.984215,72.60735489289314,18618139.113543,3968,1647,2321,0.004278615698856784,0.7096079276171006,Fear
2025-03-14,68646.160089,31.061610899999998,8047187.3251942545,2210,297,1913,0.004025878435053965,0.15525352848920268,Fear
2025-03-16,-7910.943544999999,-14.926308575471696,10187921.386796,530,304,226,0.07165010409690606,1.34513274335688,Fear
2025-03-17,26163.906513,28.439028818478263,3592895.2260114,920,483,437,0.044084100574326664,1.1052631578922076,Fear
2025-03-18,72322.788824,86.71797221103118,4050655.349877,834,341,493,0.03862131809527826,0.691683569978313,Fear
2025-03-19,29374.682341,18.222507655707197,4598813.831943,1612,563,1049,0.01949744056479021,0.5367016205905275,Fear
2025-03-21,6951.270374,9.958840077363897,2543903.513556,698,346,352,0.04651717189429526,0.982954545451753,Fear
2025-03-22,12498.535254,23.361748138317758,971809.293555,535,222,313,0.02033754270199395,0.7092651757165839,Fear
2025-03-23,14047.421585,31.425999071588368,2593519.577109,447,290,157,0.06173573425065532,1.8471337579500184,Fear
2025-03-27,58825.359221,74.9367633388535,3240279.56362,785,474,311,0.02346730597544478,1.524115755622109,Fear
2025-03-28,21337.179335,29.30931227335165,1483092.730849,728,533,195,0.026887490015931444,2.7333333333193166,Fear
2025-03-29,12098.872931,6.38800049155227,3668151.720227,1894,997,897,0.005019524370735231,1.1114827201771333,Fear
2025-03-30,15795.11514,27.8083013028169,2850874.991526816,568,478,90,0.004240066563455192,5.3111111110520985,Fear
2025-03-31,6978.184557,14.097342539393939,2164772.575714,495,214,281,0.02135313799999053,0.7615658362962222,Fear
2025-04-01,-2202.6622420000003,-11.472199177083334,704445.12239,192,92,100,0.1556903495685987,0.9199999999908,Fear
2025-04-02,202212.740938,187.930056633829,3867930.737374,1076,128,948,0.003781391404544295,0.13502109704627108,Fear
2025-04-03,-2365.961276,-1.353524757437071,8670233.201231001,1748,956,792,0.012816728254890006,1.207070707069183,Fear
2025-04-04,-25515.678949999998,-20.05949602987421,3835545.73728,1272,499,773,0.02236263864196064,0.6455368693393978,Fear
2025-04-05,35907.33771,99.74260475,1267564.24297765,360,138,222,0.010405358904140929,0.6216216216188215,Fear
2025-04-06,47053.449272,44.89832945801527,3551252.0569633464,1048,678,370,0.01336450422008353,1.8324324324274799,Fear
2025-04-07,34527.370305,12.269854408315563,14460253.178459,2814,1415,1399,0.022886654036253184,1.0114367405282263,Fear
2025-04-08,34899.394798,37.00890222481442,8869391.44792445,943,430,513,0.05996436953928608,0.8382066276786779,Fear
2025-04-09,43120.444797,10.86978694151752,28556805.94634,3967,1764,2203,0.024164847031778274,0.8007262823418971,Fear
2025-04-10,158261.822261,74.40612236060178,28741953.615789194,2127,1137,990,0.025451555571381332,1.1484848484836885,Fear
2025-04-11,126406.479081,115.33437872354014,11319327.182071,1096,312,784,0.04162567624208491,0.3979591836729618,Fear
2025-04-12,410419.694533,194.60393292223802,55914617.530629,2109,800,1309,0.01791396013967489,0.611153552329556,Fear
2025-04-14,45680.443063,51.32634052022472,13079972.788512,890,517,373,0.009310865373721633,1.386058981229528,Fear
2025-04-15,72357.706282,63.976751796640144,20752167.96382805,1131,344,787,0.011315891284372812,0.4371029224899147,Fear
2025-04-16,58631.730257,36.46251881654229,36502715.738832,1608,835,773,0.012920287254061927,1.080206985768331,Fear
2025-04-17,5427.919886,5.264713759456837,2604551.508962,1031,341,690,0.01185666183348189,0.49420289855000843,Fear
2025-04-18,4880.4047439999995,2.576771248152059,24610650.418877,1894,755,1139,0.0164644873637691,0.6628621597887069,Fear
2025-04-19,71950.577495,25.82576363783202,32706462.99787461,2786,999,1787,0.013469866242878553,0.5590374930047235,Fear
2025-04-20,25060.341936,12.643966668012109,12126094.1101076,1982,1079,903,0.014488680632874475,1.1949058693231507,Fear
2025-04-21,34369.267906999994,20.005394590803256,42104054.805227004,1718,604,1114,0.012529438710749756,0.5421903052059764,Fear
2025-04-23,-419020.225731,-68.03380836678032,30682443.718835,6159,4218,1941,0.01531788868290432,2.173106646057613,Greed
2025-04-24,50704.395965,22.717023281810036,35088918.521418,2232,1223,1009,0.015426889891973205,1.212091179384329,Greed
2025-04-25,20218.859206,12.231614764670297,27749456.11413418,1653,681,972,0.007658420080978216,0.7006172839498965,Greed
2025-04-26,-4125.753942,-3.6478814694960215,11948127.616027,1131,604,527,0.009922959521355208,1.1461100569238214,Greed
2025-04-27,2702.067468,8.018004356083086,487537.776236,337,209,128,0.045841081785189974,1.6328124999872438,Greed
2025-04-29,125749.613427,56.06313572313866,34089511.400916,2243,1105,1138,0.010742380829741114,0.971001757468391,Greed
2025-04-30,14003.797269,12.582028094339623,12693878.608166,1113,838,275,0.010435267141702597,3.0472727272616464,Greed
